  CURRENCY DATE = 02/18/24
                                     LATITUDE    LONGITUDE     OBSTACLE            AGL   AMSL LT ACC MAR FAA         ACTION
OAS#      V CO ST CITY            DEG MIN SEC   DEG MIN SEC   TYPE                 HT    HT     H V IND STUDY           JDATE
-------------------------------------------------------------------------------------------------------------------------------
17-030637 U US IL ROSEMONT         41 59 24.53N 087 52 09.58W POLE               1 00050 00685 N 1 A N 2014AGL15069OE C 2020118 
17-029974 O US IL SOUTH ELGIN      41 59 24.72N 088 16 47.97W TOWER              1 00195 00932 N 1 A N 2015AGL11189OE A 2016050 
17-003553 O US IL BENSENVILLE      41 59 24.99N 087 57 05.32W TOWER              1 00127 00798 R 1 A N 2021AGL31425OE C 2023356 
17-030352 O US IL CHICAGO          41 59 25.00N 087 52 50.50W POLE               1 00048 00692 N 5 D N 2015AGL10289OE A 2016131 
17-072108 O US IL ROSEMONT         41 59 25.03N 087 53 07.09W POLE               1 00025 00671 U 1 A U                C 2020227 
17-049146 O US IL CHICAGO          41 59 25.13N 087 51 38.80W TANK               1 00147 00766 R 1 A N                C 2020070 
17-030638 U US IL ROSEMONT         41 59 25.19N 087 52 11.25W POLE               1 00050 00686 N 1 A N 2014AGL15070OE C 2020118 
17-060561 U US IL SCHAUMBURG       41 59 26.06N 088 07 20.40W POLE               1 00050 00872 N 4 D N 2014AGL06294OE A 2018026 
17-060516 U US IL SCHAUMBURG       41 59 26.06N 088 07 19.35W POLE               1 00050 00871 N 4 D N 2014AGL06289OE A 2018026 
17-072107 O US IL ROSEMONT         41 59 26.27N 087 53 03.76W POLE               1 00024 00670 U 1 A U                C 2020227 
17-071884 O US IL ROSEMONT         41 59 26.29N 087 53 05.41W POLE               1 00015 00662 U 1 A U                C 2020227 
17-030605 U US IL ROSEMONT         41 59 26.29N 087 52 04.73W POLE               1 00050 00684 N 4 D N 2014AGL15026OE A 2016232 
17-030839 U US IL CHICAGO          41 59 26.33N 087 52 52.80W POLE               1 00048 00693 N 4 D N 2015AGL17084OE A 2016280 
17-030636 U US IL ROSEMONT         41 59 26.56N 087 52 10.61W POLE               1 00050 00685 N 4 D N 2014AGL15067OE A 2016242 
17-060962 U US IL SOUTH ELGIN      41 59 26.58N 088 20 25.45W T-L TWR            1 00172 00973 N 4 D N 2015AGL03486OE A 2018027 
17-030861 U US IL ROSEMONT         41 59 27.09N 087 52 12.52W POLE               1 00050 00683 N 1 A N 2014AGL15068OE C 2020118 
17-030604 U US IL ROSEMONT         41 59 27.23N 087 52 06.59W POLE               1 00050 00684 N 4 D N 2014AGL15025OE A 2016232 
17-085093 U US IL BENSENVILLE      41 59 27.50N 087 57 40.77W BLDG               1 00045 00730 N 4 D N 2021AGL34308OE A 2022311 
17-061438 U US IL CHICAGO          41 59 27.54N 087 52 54.92W POLE               1 00048 00694 N 4 D N 2015AGL16210OE A 2018025 
17-060559 U US IL SCHAUMBURG       41 59 27.98N 088 07 19.32W POLE               1 00050 00870 N 4 D N 2014AGL06288OE A 2018026 
17-060518 U US IL SCHAUMBURG       41 59 28.04N 088 07 20.41W POLE               1 00050 00872 N 4 D N 2014AGL06295OE A 2018026 
17-025610 O US IL CHICAGO          41 59 28.04N 087 54 05.08W POLE               1 00014 00664 U 1 A U                A 2013242 
17-030635 U US IL ROSEMONT         41 59 28.06N 087 52 12.23W POLE               1 00050 00688 N 4 D N 2014AGL15066OE A 2016242 
17-086332 U US IL BENSENVILLE      41 59 28.20N 087 57 45.00W BLDG               1 00040 00713 N 4 D N 2021AGL21032OE A 2023044 
17-030603 U US IL ROSEMONT         41 59 28.22N 087 52 08.41W POLE               1 00050 00684 N 4 D N 2014AGL15024OE A 2016232 
17-085112 U US IL BENSENVILLE      41 59 28.37N 087 57 50.09W BLDG               1 00045 00728 N 4 D N 2021AGL33467OE A 2022311 
17-062966 U US IL WOOD DALE        41 59 28.74N 087 59 08.97W BLDG               1 00040 00740 N 4 D N 2017AGL09027OE A 2018024 
17-030633 U US IL ROSEMONT         41 59 28.88N 087 52 14.27W POLE               1 00050 00689 N 1 A N 2014AGL15065OE C 2020118 
17-030353 O US IL CHICAGO          41 59 29.00N 087 52 57.39W POLE               1 00048 00695 N 5 D N 2015AGL10292OE A 2016131 
17-029353 O US IL ELK GROVE VILLAG 41 59 29.24N 087 57 26.09W BLDG               1 00040 00710 N 5 D N 2014AGL00534OE A 2015264 
17-030602 U US IL ROSEMONT         41 59 29.33N 087 52 10.46W POLE               1 00050 00686 N 4 D N 2014AGL15023OE A 2016232 
17-060620 U US IL SCHAUMBURG       41 59 29.43N 088 07 24.95W POLE               1 00050 00856 N 4 D N 2014AGL06316OE A 2018025 
17-060262 U US IL SCHAUMBURG       41 59 29.43N 088 02 48.87W POLE               1 00050 00772 N 4 D N 2014AGL01605OE A 2018026 
17-060234 U US IL SCHAUMBURG       41 59 29.48N 088 04 11.79W POLE               1 00050 00803 N 4 D N 2014AGL01424OE A 2018026 
17-060315 U US IL SCHAUMBURG       41 59 29.49N 088 04 14.29W POLE               1 00050 00804 N 4 D N 2014AGL01423OE A 2018026 
17-060525 U US IL SCHAUMBURG       41 59 29.53N 088 07 28.59W POLE               1 00050 00859 N 4 D N 2014AGL06315OE A 2018026 
17-060534 U US IL SCHAUMBURG       41 59 29.53N 088 07 27.31W POLE               1 00050 00858 N 4 D N 2014AGL06342OE A 2018026 
17-060372 U US IL SCHAUMBURG       41 59 29.56N 088 04 09.30W POLE               1 00050 00801 N 4 D N 2014AGL01425OE A 2018026 
17-060371 U US IL SCHAUMBURG       41 59 29.59N 088 04 16.79W POLE               1 00050 00805 N 4 D N 2014AGL01422OE A 2018026 
17-060316 U US IL SCHAUMBURG       41 59 29.65N 088 04 06.86W POLE               1 00050 00799 N 4 D N 2014AGL01426OE A 2018026 
17-060373 U US IL SCHAUMBURG       41 59 29.74N 088 04 04.41W POLE               1 00050 00798 N 4 D N 2014AGL01510OE A 2018026 
17-060235 U US IL SCHAUMBURG       41 59 29.78N 088 04 19.28W POLE               1 00050 00807 N 4 D N 2014AGL01421OE A 2018026 
17-060324 U US IL SCHAUMBURG       41 59 29.83N 088 04 01.96W POLE               1 00050 00796 N 4 D N 2014AGL01525OE A 2018026 
17-060607 U US IL SCHAUMBURG       41 59 29.83N 088 07 19.06W POLE               1 00050 00873 N 4 D N 2014AGL06287OE A 2018026 
17-025668 O US IL CHICAGO          41 59 29.89N 087 56 18.40W POLE               1 00028 00698 R 1 A U                A 2013242 
17-060318 U US IL SCHAUMBURG       41 59 29.93N 088 03 59.52W POLE               1 00050 00795 N 4 D N 2014AGL01511OE A 2018026 
17-001406 O US IL CHICAGO          41 59 30.00N 087 39 18.00W BLDG               1 00428 01015 U 3 C U                C 2014138 
17-060610 U US IL SCHAUMBURG       41 59 30.02N 088 07 20.37W POLE               1 00050 00877 N 4 D N 2014AGL06296OE A 2018026 
17-060236 U US IL SCHAUMBURG       41 59 30.02N 088 03 57.07W POLE               1 00050 00792 N 4 D N 2014AGL01512OE A 2018026 
17-060314 U US IL SCHAUMBURG       41 59 30.05N 088 04 21.76W POLE               1 00050 00808 N 4 D N 2014AGL01420OE A 2018026 
17-060396 U US IL SCHAUMBURG       41 59 30.05N 088 02 48.61W POLE               1 00050 00772 N 4 D N 2014AGL01606OE A 2018026 
17-060374 U US IL SCHAUMBURG       41 59 30.11N 088 03 54.62W POLE               1 00050 00790 N 4 D N 2014AGL01513OE A 2018026 
17-060261 U US IL SCHAUMBURG       41 59 30.12N 088 02 51.63W POLE               1 00050 00773 N 4 D N 2014AGL01602OE A 2018026 
17-060319 U US IL SCHAUMBURG       41 59 30.21N 088 03 52.18W POLE               1 00050 00787 N 4 D N 2014AGL01514OE A 2018026 
17-060237 U US IL SCHAUMBURG       41 59 30.32N 088 03 49.73W POLE               1 00050 00783 N 4 D N 2014AGL01515OE A 2018026 
17-060370 U US IL SCHAUMBURG       41 59 30.41N 088 04 24.22W POLE               1 00050 00810 N 4 D N 2014AGL01419OE A 2018026 
17-060375 U US IL SCHAUMBURG       41 59 30.41N 088 03 47.35W POLE               1 00050 00780 N 4 D N 2014AGL01516OE A 2018026 
17-030589 U US IL ROSEMONT         41 59 30.45N 087 52 12.48W POLE               1 00050 00688 N 4 D N 2014AGL15022OE A 2016225 
17-060320 U US IL SCHAUMBURG       41 59 30.48N 088 03 44.84W POLE               1 00050 00776 N 4 D N 2014AGL01517OE A 2018026 
17-030634 U US IL ROSEMONT         41 59 30.50N 087 52 15.97W POLE               1 00050 00692 N 1 A N 2014AGL15064OE C 2020118 
17-025643 O US IL CHICAGO          41 59 30.50N 087 56 04.84W NAVAID             1 00007 00669 U 1 A U                A 2013242 
17-061541 U US IL CHICAGO          41 59 30.56N 087 52 59.44W POLE               1 00025 00671 N 4 D N 2015AGL17414OE A 2018025 
17-060238 U US IL SCHAUMBURG       41 59 30.58N 088 03 42.39W POLE               1 00050 00773 N 4 D N 2014AGL01518OE A 2018026 
17-060855 U US IL SOUTH ELGIN      41 59 30.59N 088 20 33.72W T-L TWR            1 00162 00966 N 4 D N 2015AGL03484OE A 2018027 
17-060376 U US IL SCHAUMBURG       41 59 30.65N 088 03 40.45W POLE               1 00050 00771 N 4 D N 2014AGL01519OE A 2018026 
17-060263 U US IL SCHAUMBURG       41 59 30.71N 088 02 54.44W POLE               1 00050 00777 N 4 D N 2014AGL01607OE A 2018026 
17-060321 U US IL SCHAUMBURG       41 59 30.76N 088 03 37.58W POLE               1 00050 00771 N 4 D N 2014AGL01520OE A 2018026 
17-060628 U US IL SCHAUMBURG       41 59 30.78N 088 07 24.47W POLE               1 00050 00855 N 4 D N 2014AGL06340OE A 2018026 
17-060568 U US IL SCHAUMBURG       41 59 30.82N 088 07 22.91W POLE               1 00050 00854 N 4 D N 2014AGL06317OE A 2018025 
17-060239 U US IL SCHAUMBURG       41 59 30.83N 088 03 35.53W POLE               1 00050 00772 N 4 D N 2014AGL01521OE A 2018026 
17-060232 U US IL SCHAUMBURG       41 59 30.83N 088 04 26.66W POLE               1 00050 00811 N 4 D N 2014AGL01418OE A 2018026 
17-060629 U US IL SCHAUMBURG       41 59 30.87N 088 07 25.66W POLE               1 00050 00856 N 4 D N 2014AGL06343OE A 2018026 
17-060341 U US IL SCHAUMBURG       41 59 30.91N 088 02 48.86W POLE               1 00050 00792 N 4 D N 2014AGL01604OE A 2018026 
17-060377 U US IL SCHAUMBURG       41 59 30.91N 088 03 33.48W POLE               1 00050 00773 N 4 D N 2014AGL01522OE A 2018026 
17-060322 U US IL SCHAUMBURG       41 59 30.95N 088 03 31.43W POLE               1 00050 00774 N 4 D N 2014AGL01523OE A 2018026 
17-063436 U US IL WOOD DALE        41 59 30.99N 087 59 13.01W BLDG               1 00040 00735 N 4 D N 2017AGL15533OE A 2018136 
17-060246 U US IL SCHAUMBURG       41 59 31.01N 088 03 27.04W POLE               1 00050 00776 N 4 D N 2014AGL01540OE A 2018026 
17-060240 U US IL SCHAUMBURG       41 59 31.03N 088 03 29.30W POLE               1 00050 00775 N 4 D N 2014AGL01524OE A 2018026 
17-061484 U US IL SCHAUMBURG       41 59 31.07N 088 07 26.99W POLE               1 00050 00852 N 4 D N 2015AGL15989OE A 2018027 
17-060241 U US IL SCHAUMBURG       41 59 31.08N 088 03 25.25W POLE               1 00050 00776 N 4 D N 2014AGL01526OE A 2018026 
17-060567 U US IL SCHAUMBURG       41 59 31.10N 088 07 26.59W POLE               1 00050 00856 N 4 D N 2014AGL06314OE A 2018026 
17-060395 U US IL SCHAUMBURG       41 59 31.24N 088 02 51.27W POLE               1 00050 00790 N 4 D N 2014AGL01603OE A 2018026 
17-060382 U US IL SCHAUMBURG       41 59 31.27N 088 02 57.25W POLE               1 00050 00780 N 4 D N 2014AGL01539OE A 2018026 
17-060378 U US IL SCHAUMBURG       41 59 31.31N 088 03 22.82W POLE               1 00050 00775 N 4 D N 2014AGL01527OE A 2018026 
17-060317 U US IL SCHAUMBURG       41 59 31.34N 088 04 29.08W POLE               1 00050 00813 N 4 D N 2014AGL01427OE A 2018026 
17-060323 U US IL SCHAUMBURG       41 59 31.41N 088 03 20.37W POLE               1 00050 00774 N 4 D N 2014AGL01528OE A 2018026 
17-060242 U US IL SCHAUMBURG       41 59 31.50N 088 03 17.92W POLE               1 00050 00773 N 4 D N 2014AGL01529OE A 2018026 
17-060340 U US IL SCHAUMBURG       41 59 31.51N 088 02 53.70W POLE               1 00050 00787 N 4 D N 2014AGL01601OE A 2018026 
17-060245 U US IL SCHAUMBURG       41 59 31.57N 088 02 59.06W POLE               1 00050 00781 N 4 D N 2014AGL01538OE A 2018026 
17-060379 U US IL SCHAUMBURG       41 59 31.59N 088 03 15.48W POLE               1 00050 00772 N 4 D N 2014AGL01530OE A 2018026 
17-030588 U US IL ROSEMONT         41 59 31.65N 087 52 14.42W POLE               1 00050 00690 N 4 D N 2014AGL15021OE A 2016225 
17-060327 U US IL SCHAUMBURG       41 59 31.67N 088 03 00.92W POLE               1 00050 00779 N 4 D N 2014AGL01537OE A 2018026 
17-060325 U US IL SCHAUMBURG       41 59 31.69N 088 03 13.03W POLE               1 00050 00771 N 4 D N 2014AGL01531OE A 2018026 
17-060394 U US IL SCHAUMBURG       41 59 31.71N 088 02 56.00W POLE               1 00050 00785 N 4 D N 2014AGL01600OE A 2018026 
17-060381 U US IL SCHAUMBURG       41 59 31.71N 088 03 02.77W POLE               1 00050 00777 N 4 D N 2014AGL01536OE A 2018026 
17-060244 U US IL SCHAUMBURG       41 59 31.75N 088 03 04.62W POLE               1 00050 00775 N 4 D N 2014AGL01535OE A 2018026 
17-060243 U US IL SCHAUMBURG       41 59 31.78N 088 03 10.58W POLE               1 00050 00771 N 4 D N 2014AGL01532OE A 2018026 
17-060380 U US IL SCHAUMBURG       41 59 31.78N 088 03 08.33W POLE               1 00050 00772 N 4 D N 2014AGL01533OE A 2018026 
17-060369 U US IL SCHAUMBURG       41 59 31.78N 088 04 30.88W POLE               1 00050 00814 N 4 D N 2014AGL01416OE A 2018026 
17-060326 U US IL SCHAUMBURG       41 59 31.78N 088 03 06.48W POLE               1 00050 00773 N 4 D N 2014AGL01534OE A 2018026 
17-060515 U US IL SCHAUMBURG       41 59 31.91N 088 07 18.41W POLE               1 00050 00877 N 4 D N 2014AGL06286OE A 2018026 
17-030860 U US IL ROSEMONT         41 59 31.95N 087 52 17.37W POLE               1 00050 00695 N 1 A N 2014AGL15063OE C 2020118 
17-029930 O US IL CHICAGO          41 59 32.04N 087 45 01.80W TOWER              1 00111 00721 N 5 D N 2014AGL03495OE A 2016029 
17-060533 U US IL SCHAUMBURG       41 59 32.05N 088 07 22.71W POLE               1 00050 00856 N 4 D N 2014AGL06339OE A 2018026 
17-060562 U US IL SCHAUMBURG       41 59 32.08N 088 07 19.88W POLE               1 00040 00876 N 4 D N 2014AGL06297OE A 2018026 
17-022091 O US IL SOUTH ELGIN      41 59 32.09N 088 20 30.38W TOWER              1 00198 01001 N 2 B N 2003AGL03422OE A 2012152 
17-060577 U US IL SCHAUMBURG       41 59 32.18N 088 07 23.93W POLE               1 00050 00856 N 4 D N 2014AGL06344OE A 2018026 
17-060526 U US IL SCHAUMBURG       41 59 32.27N 088 07 20.72W POLE               1 00050 00852 N 4 D N 2014AGL06318OE A 2018025 
17-060231 U US IL SCHAUMBURG       41 59 32.27N 088 04 32.67W POLE               1 00050 00815 N 4 D N 2014AGL01415OE A 2018026 
17-030354 O US IL CHICAGO          41 59 32.30N 087 53 01.14W POLE               1 00048 00693 N 5 D N 2015AGL10294OE A 2016133 
17-060619 U US IL SCHAUMBURG       41 59 32.64N 088 07 24.73W POLE               1 00050 00854 N 4 D N 2014AGL06313OE A 2018026 
17-060312 U US IL SCHAUMBURG       41 59 32.81N 088 04 34.43W POLE               1 00050 00815 N 4 D N 2014AGL01414OE A 2018026 
17-030609 U US IL ROSEMONT         41 59 32.83N 087 52 07.57W POLE               1 00050 00709 N 4 D N 2014AGL15030OE A 2016232 
17-030586 U US IL ROSEMONT         41 59 32.94N 087 52 16.24W POLE               1 00050 00692 N 4 D N 2014AGL15020OE A 2016225 
17-001405 O US IL CHICAGO          41 59 33.00N 087 39 17.00W BLDG               1 00402 00989 U 3 C U                C 2014138 
17-030608 U US IL ROSEMONT         41 59 33.06N 087 52 10.30W POLE               1 00050 00705 N 4 D N 2014AGL15029OE A 2016232 
17-025554 O US IL CHICAGO          41 59 33.34N 087 55 42.54W BLDG               1 00074 00741 R 2 C U                A 2013242 
17-060575 U US IL SCHAUMBURG       41 59 33.36N 088 07 20.99W POLE               1 00050 00859 N 4 D N 2014AGL06338OE A 2018026 
17-030610 U US IL ROSEMONT         41 59 33.36N 087 52 04.91W POLE               1 00050 00709 N 4 D N 2014AGL15031OE A 2016232 
17-060368 U US IL SCHAUMBURG       41 59 33.38N 088 04 36.18W POLE               1 00050 00816 N 4 D N 2014AGL01413OE A 2018026 
17-060621 U US IL SCHAUMBURG       41 59 33.41N 088 07 18.84W POLE               1 00050 00851 N 4 D N 2014AGL06319OE A 2018025 
17-060535 U US IL SCHAUMBURG       41 59 33.49N 088 07 22.20W POLE               1 00050 00858 N 4 D N 2014AGL06345OE A 2018026 
17-087139 U US IL BENSENVILLE      41 59 33.52N 087 57 54.29W BLDG               1 00050 00737 N 1 A N 2022AGL02976OE A 2023254 
17-060558 U US IL SCHAUMBURG       41 59 33.68N 088 07 17.61W POLE               1 00040 00871 N 4 D N 2014AGL06285OE A 2018026 
17-087138 U US IL BENSENVILLE      41 59 33.76N 087 58 06.53W BLDG               1 00050 00741 N 1 A N 2022AGL02975OE A 2023254 
17-030071 O US IL CHICAGO          41 59 33.80N 087 53 03.16W POLE               1 00048 00692 N 5 D N 2015AGL10296OE A 2016076 
17-030859 U US IL ROSEMONT         41 59 33.87N 087 52 19.30W POLE               1 00050 00698 N 1 A N 2014AGL15062OE C 2020118 
17-060230 U US IL SCHAUMBURG       41 59 33.88N 088 04 37.96W POLE               1 00050 00817 N 4 D N 2014AGL01412OE A 2018026 
17-030607 U US IL ROSEMONT         41 59 33.92N 087 52 12.86W POLE               1 00050 00698 N 4 D N 2014AGL15028OE A 2016232 
17-025645 O US IL CHICAGO          41 59 34.23N 087 56 18.83W FENCE              1 00017 00684 U 1 A U                A 2013242 
17-060519 U US IL SCHAUMBURG       41 59 34.32N 088 07 19.83W POLE               1 00035 00876 N 4 D N 2014AGL06298OE A 2018026 
17-060524 U US IL SCHAUMBURG       41 59 34.33N 088 07 23.22W POLE               1 00050 00855 N 4 D N 2014AGL06312OE A 2018026 
17-030587 U US IL ROSEMONT         41 59 34.36N 087 52 17.98W POLE               1 00050 00694 N 4 D N 2014AGL15133OE A 2016225 
17-060367 U US IL SCHAUMBURG       41 59 34.44N 088 04 40.76W POLE               1 00050 00830 N 4 D N 2014AGL01410OE A 2018026 
17-025644 O US IL CHICAGO          41 59 34.48N 087 56 05.07W NAVAID             1 00017 00682 U 1 A U                A 2013242 
17-029392 O US IL SOUTH ELGIN      41 59 34.59N 088 20 41.95W T-L TWR            1 00152 00952 N 5 D N 2015AGL03483OE A 2015273 
17-060627 U US IL SCHAUMBURG       41 59 34.66N 088 07 19.28W POLE               1 00050 00863 N 4 D N 2014AGL06337OE A 2018026 
17-060311 U US IL SCHAUMBURG       41 59 34.72N 088 04 38.87W POLE               1 00050 00817 N 4 D N 2014AGL01411OE A 2018026 
17-025537 O US IL CHICAGO          41 59 34.74N 087 56 04.41W BLDG               1 00019 00684 U 1 A U                A 2013242 
17-060630 U US IL SCHAUMBURG       41 59 34.77N 088 07 20.51W POLE               1 00050 00862 N 4 D N 2014AGL06346OE A 2018026 
17-060606 U US IL SCHAUMBURG       41 59 34.80N 088 07 16.40W POLE               1 00050 00852 N 4 D N 2014AGL06284OE A 2018026 
17-030606 U US IL ROSEMONT         41 59 34.86N 087 52 15.40W POLE               1 00050 00693 N 4 D N 2014AGL15027OE A 2016232 
17-060310 U US IL SCHAUMBURG       41 59 35.08N 088 04 43.52W POLE               1 00050 00832 N 4 D N 2014AGL01408OE A 2018026 
17-030072 O US IL CHICAGO          41 59 35.47N 087 53 04.03W POLE               1 00048 00691 N 5 D N 2015AGL10297OE A 2016076 
17-060532 U US IL SCHAUMBURG       41 59 35.51N 088 07 18.14W POLE               1 00050 00865 N 4 D N 2014AGL06336OE A 2018026 
17-060229 U US IL SCHAUMBURG       41 59 35.58N 088 04 41.03W POLE               1 00050 00819 N 4 D N 2014AGL01409OE A 2018026 
17-025713 O US IL CHICAGO          41 59 35.63N 087 56 24.29W T-L TWR            1 00045 00716 U 1 A U                A 2013242 
17-030858 U US IL ROSEMONT         41 59 35.65N 087 52 21.02W POLE               1 00050 00702 N 1 A N 2014AGL15061OE C 2020118 
17-022623 O US IL SYCAMORE         41 59 35.68N 088 42 06.45W TOWER              1 00199 01032 N 4 D N 2023AGL03999OE C 2023333 
17-030585 U US IL ROSEMONT         41 59 35.84N 087 52 19.57W POLE               1 00050 00697 N 4 D N 2014AGL15019OE A 2016235 
17-025475 O US IL CHICAGO          41 59 35.98N 087 54 10.83W BLDG               1 00010 00659 U 1 A U                A 2013242 
17-001404 O US IL CHICAGO          41 59 36.00N 087 39 19.00W BLDG               1 00291 00878 U 3 C U                C 2014138 
17-060309 U US IL SCHAUMBURG       41 59 36.09N 088 04 46.11W POLE               1 00050 00841 N 4 D N 2014AGL01405OE A 2018026 
17-060578 U US IL SCHAUMBURG       41 59 36.09N 088 07 18.77W POLE               1 00050 00865 N 4 D N 2014AGL06347OE A 2018026 
17-060566 U US IL SCHAUMBURG       41 59 36.16N 088 07 21.80W POLE               1 00050 00858 N 4 D N 2014AGL06311OE A 2018026 
17-025538 O US IL CHICAGO          41 59 36.21N 087 56 02.80W BLDG               1 00014 00680 U 1 A U                A 2013242 
17-060782 U US IL ROSEMONT         41 59 36.43N 087 52 22.21W POLE               1 00100 00733 N 4 D N 2014AGL15124OE A 2018026 
17-060366 U US IL SCHAUMBURG       41 59 36.43N 088 04 43.19W POLE               1 00050 00820 N 4 D N 2014AGL01407OE A 2018026 
17-074321 U US IL ELK GROVE VILLAG 41 59 36.59N 087 58 48.57W BLDG               1 00042 00762 N 4 D N 2019AGL08544OE A 2020038 
17-072473 U US IL ROSEMONT         41 59 36.74N 087 51 56.20W BLDG               1 00050 00684 N 4 D N 2017AGL21906OE A 2019225 
17-060574 U US IL SCHAUMBURG       41 59 36.82N 088 07 16.42W POLE               1 00050 00869 N 4 D N 2014AGL06335OE A 2018026 
17-060527 U US IL SCHAUMBURG       41 59 36.90N 088 07 15.00W POLE               1 00050 00870 N 4 D N 2014AGL06321OE A 2018026 
17-028630 O US IL CHICAGO          41 59 37.02N 087 56 25.96W T-L TWR            1 00035 00707 N 1 A N 2010AGL03950OE A 2014133 
17-025715 O US IL CHICAGO          41 59 37.05N 087 56 25.47W T-L TWR            1 00046 00716 U 1 A U                A 2013242 
17-028631 O US IL CHICAGO          41 59 37.06N 087 56 24.96W T-L TWR            1 00035 00708 N 1 A N 2010AGL03949OE A 2014133 
17-030073 O US IL CHICAGO          41 59 37.22N 087 53 04.64W POLE               1 00048 00690 N 5 D N 2015AGL10298OE A 2016076 
17-030857 U US IL ROSEMONT         41 59 37.27N 087 52 22.85W POLE               1 00050 00686 N 4 D N 2014AGL15060OE A 2016299 
17-030584 U US IL ROSEMONT         41 59 37.29N 087 52 21.05W POLE               1 00050 00699 N 4 D N 2014AGL15018OE A 2016225 
17-060228 U US IL SCHAUMBURG       41 59 37.29N 088 04 45.36W POLE               1 00050 00822 N 4 D N 2014AGL01406OE A 2018026 
17-025714 O US IL CHICAGO          41 59 37.30N 087 56 24.35W T-L TWR            1 00036 00706 U 1 A U                A 2013242 
17-003902 O US IL ROSEMONT         41 59 37.35N 087 51 42.02W BLDG               1 00167 00799 R 1 A N 2018AGL07853OE C 2020076 
17-060536 U US IL SCHAUMBURG       41 59 37.39N 088 07 17.07W POLE               1 00050 00869 N 4 D N 2014AGL06348OE A 2018026 
17-003903 O US IL ROSEMONT         41 59 37.41N 087 51 53.15W BLDG               1 00159 00794 N 1 A N 2007AGL05101OE C 2014136 
17-060227 U US IL SCHAUMBURG       41 59 37.65N 088 04 50.25W POLE               1 00050 00845 N 4 D N 2014AGL01403OE A 2018026 
17-070759 O US IL ELK GROVE VILLAG 41 59 37.70N 087 59 03.54W TOWER              1 00080 00804 N 1 A N 2023AGL19434OE C 2023277 
17-075598 U US IL ROSELLE          41 59 37.95N 088 04 51.15W SIGN               1 00030 00820 N 4 D N 2019AGL02846OE A 2020272 
17-059590 O US IL ROSEMOUNT        41 59 37.99N 087 52 15.60W BLDG               1 00115 00753 N 2 B N 2018AGL15764OE C 2018344 
17-060626 U US IL SCHAUMBURG       41 59 38.12N 088 07 14.71W POLE               1 00050 00873 N 4 D N 2014AGL06334OE A 2018026 
17-060617 U US IL SCHAUMBURG       41 59 38.13N 088 07 21.06W POLE               1 00050 00859 N 4 D N 2014AGL06310OE A 2018026 
17-063056 U US IL ELK GROVE VILLAG 41 59 38.13N 087 57 50.40W BLDG               1 00058 00738 N 4 D N 2016AGL14151OE A 2018024 
17-060365 U US IL SCHAUMBURG       41 59 38.15N 088 04 47.51W POLE               1 00050 00823 N 4 D N 2014AGL01404OE A 2018026 
17-060563 U US IL SCHAUMBURG       41 59 38.27N 088 07 18.51W POLE               1 00050 00882 N 4 D N 2014AGL06300OE A 2018026 
17-060622 U US IL SCHAUMBURG       41 59 38.39N 088 07 13.29W POLE               1 00050 00871 N 4 D N 2014AGL06322OE A 2018026 
17-060364 U US IL SCHAUMBURG       41 59 38.55N 088 04 52.48W POLE               1 00050 00843 N 4 D N 2014AGL01401OE A 2018026 
17-029391 O US IL SOUTH ELGIN      41 59 38.58N 088 20 50.18W T-L TWR            1 00152 00945 N 5 D N 2015AGL03482OE A 2015273 
17-060631 U US IL SCHAUMBURG       41 59 38.70N 088 07 15.33W POLE               1 00050 00873 N 4 D N 2014AGL06349OE A 2018026 
17-030583 U US IL ROSEMONT         41 59 38.75N 087 52 22.53W POLE               1 00050 00700 N 4 D N 2014AGL15017OE A 2016225 
17-025548 O US IL CHICAGO          41 59 38.78N 087 54 50.08W BLDG               1 00118 00779 R 2 C U                A 2013242 
17-031100 U US IL ELK GROVE VILLAG 41 59 38.82N 087 57 24.34W TANK               1 00061 00735 N 4 D N 2014AGL09067OE A 2016362 
17-030835 U US IL CHICAGO          41 59 39.01N 087 53 04.98W POLE               1 00048 00689 N 4 D N 2015AGL10299OE A 2016280 
17-030856 U US IL ROSEMONT         41 59 39.05N 087 52 24.63W POLE               1 00050 00687 N 4 D N 2014AGL15059OE A 2016299 
17-060531 U US IL SCHAUMBURG       41 59 39.41N 088 07 12.98W POLE               1 00050 00876 N 4 D N 2014AGL06333OE A 2018026 
17-060306 U US IL SCHAUMBURG       41 59 39.48N 088 04 54.69W POLE               1 00050 00841 N 4 D N 2014AGL01399OE A 2018026 
17-060307 U US IL SCHAUMBURG       41 59 39.59N 088 04 51.13W POLE               1 00050 00827 N 4 D N 2014AGL01402OE A 2018026 
17-060570 U US IL SCHAUMBURG       41 59 39.81N 088 07 11.34W POLE               1 00050 00876 N 4 D N 2014AGL06323OE A 2018026 
17-060520 U US IL SCHAUMBURG       41 59 39.84N 088 07 17.05W POLE               1 00050 00878 N 4 D N 2014AGL06301OE A 2018026 
17-060523 U US IL SCHAUMBURG       41 59 39.91N 088 07 19.81W POLE               1 00050 00858 N 4 D N 2014AGL06309OE A 2018026 
17-001184 O US IL POLO             41 59 40.00N 089 34 41.00W TOWER              1 00180 01020 N 5 E U 1983AGL01313OE C 2014138 
